Tender ID,tender_externalreference,tender_title,Work Description,Tender Category,Tender Type,Form of contract,Product Category,Is Multi Currency Allowed For BOQ,Allow Two Stage Bidding,Independent External Monitor/Remarks,Published Date,Pre Bid Meeting Date,Bid Validity(Days),Should Allow NDA Tender,Allow Preferential Bidder,Payment Mode,Bid Opening Date,Organisation Chain,location,Pincode,No of Bids Received,Tender Value in ₹,Bidder Name,Awarded Value,Status,Contract Date :,Tender Stage,Department
2017_BTC_2895_1,ACE02/PWD/BTC/IFB/SA/17-18/107,BTC/OTSG/2017-18/51,"BTC/OTSG/2017-18/51 Construction of Bathou Traditional and Cultural Center at Kokrajhar, W/No. 7, Baganshali, BTC in Kokrajhar District under One Time Special Grant for the year 2017-18.",Works,Open Tender,Item Rate,Civil Works,No,No,NA ,07-Aug-2017 10:30 AM,NA ,180.0,No ,No,Offline,22-Aug-2017 02:00 PM,Bodoland Territorial Council-PWD||Director Cum CHD - PWD BTC,Kokrajhar,788730.0,2.0,"4,78,33,860",Janak Kr Narzary,47829872.52,Rejected-AOC,22-Jan-2021,AOC,Bodoland Territorial Council-PWD||Director Cum CHD - PWD BTC
2017_BTC_3541_1,ACE02/PWD/BTC/IFB/SA/17-18/118,BTC/OTSG/2017-18/22,BTC/OTSG/2017-18/22 Construction of Road from NH 31C to Laoripara in Kokrajhar District under One Time Special Grant for the year 2017-18. (From Ch.6150.00m to Ch.8920.00m).,Works,Open Tender,Item Rate,Civil Works,No,No,NA ,20-Oct-2017 10:30 AM,NA ,180.0,No ,No,Offline,31-Oct-2017 02:00 PM,Bodoland Territorial Council-PWD||Director Cum CHD - PWD BTC,Kokrajhar,788730.0,2.0,"4,99,02,750",RAJU CHANDRA BASUMATARY,49902742.32,Accepted-AOC,22-Jan-2021,AOC,Bodoland Territorial Council-PWD||Director Cum CHD - PWD BTC
2017_PWBNH_3170_1,SE(B)JHT/(C/S)/S-2/17-18,"Infrastructure Upgradation of DC Establishment, Majuli under Untied Fund","Infrastructure Upgradation of DC Establishment, Majuli under Untied Fund for the year 2016-17.",Works,Open Tender,Item Rate,Civil Works - Building,No,No,NA ,09-Sep-2017 12:00 PM,14-Sep-2017 12:00 PM ,180.0,No ,No,Offline,22-Sep-2017 03:00 PM,Public Works Building and NH Department||Chief Engineer-Building - PWBNH||SE-Jorhat Circle - PWBNH||EE-Jorhat Building Division - PWBNH,Majuli,785105.0,2.0,"82,61,752",M/s Hi Rise Infratech Pvt Ltd,7100571.64,Rejected-AOC,12-Mar-2018,AOC,Public Works Building and NH Department||Chief Engineer-Building - PWBNH||SE-Jorhat Circle - PWBNH||EE-Jorhat Building Division - PWBNH
2017_PWBNH_3174_1,SE(B)JHT/(C/S)/S-5/17-18,"Proposed Construction of Class Room Building with 3 (three) Storey provision at JDSG College, Bokakahat, Assam. (Estimate for construction of Ground Floor).","Proposed Construction of Class Room Building with 3 (three) Storey provision at JDSG College, Bokakahat, Assam. (Estimate for construction of Ground Floor).",Works,Open Tender,Item Rate,Civil Works - Building,No,No,NA ,09-Sep-2017 12:00 PM,14-Sep-2017 12:00 PM ,180.0,No ,No,Offline,22-Sep-2017 03:00 PM,Public Works Building and NH Department||Chief Engineer-Building - PWBNH||SE-Jorhat Circle - PWBNH||EE-Jorhat Building Division - PWBNH,Bokakhat,785612.0,2.0,"69,30,900",ABHIJIT PHUKAN,6235027.0,Accepted-AOC,10-Apr-2018,AOC,Public Works Building and NH Department||Chief Engineer-Building - PWBNH||SE-Jorhat Circle - PWBNH||EE-Jorhat Building Division - PWBNH
2017_PWBNH_3405_1,SE(B)JHT/(C/S)/S-15/17-18,"Repair and Renovation of Judicial Court Building at Jorhat (6 nos Toilet Block, Septic Tank Water Supply and Sanitary works and internal electrification.","Repair and Renovation of Judicial Court Building at Jorhat (6 nos Toilet Block, Septic Tank Water Supply and Sanitary works and internal electrification.",Works,Open Tender,Item Rate,Civil Works - Building,No,No,NA ,17-Oct-2017 12:30 PM,23-Oct-2017 12:30 PM ,180.0,No ,No,Offline,01-Nov-2017 03:00 PM,Public Works Building and NH Department||Chief Engineer-Building - PWBNH||SE-Jorhat Circle - PWBNH||EE-Jorhat Building Division - PWBNH,Jorhat,785001.0,2.0,"31,04,000",Pranjyoti Neog,2610466.53,Rejected-AOC,10-Apr-2018,AOC,Public Works Building and NH Department||Chief Engineer-Building - PWBNH||SE-Jorhat Circle - PWBNH||EE-Jorhat Building Division - PWBNH
2017_PWBNH_3789_1,SE(B)JHT/(C/S)/S-18/17-18,Repairing / Renovation of EAC Qtr. No.1 to Qtr. No.5 at court colony Sonari under Sivasagar building division for the year 2016-17.,Repairing / Renovation of EAC Qtr. No.1 to Qtr. No.5 at court colony Sonari under Sivasagar building division for the year 2016-17.,Works,Open Tender,Item Rate,Civil Works - Building,No,No,NA ,07-Nov-2017 01:00 PM,15-Nov-2017 12:30 PM ,180.0,No ,No,Offline,23-Nov-2017 03:00 PM,Public Works Building and NH Department||Chief Engineer-Building - PWBNH||SE-Jorhat Circle - PWBNH||EE-Jorhat Building Division - PWBNH,Sonari,785690.0,2.0,"62,73,900",BIPUL CH. DAS,5615000.0,Rejected-AOC,05-Jan-2021,AOC,Public Works Building and NH Department||Chief Engineer-Building - PWBNH||SE-Jorhat Circle - PWBNH||EE-Jorhat Building Division - PWBNH
2017_PWBNH_4642_1,SE(B)JHT/(C/S)/S-23/17-18,Balance Work of Incomplete portion of Construction of Veterinary Hospital (A/T and RCC Building) at Dholajan under RIDF XVI (Package No. 31).,Balance Work of Incomplete portion of Construction of Veterinary Hospital (A/T and RCC Building) at Dholajan under RIDF XVI (Package No. 31).,Works,Open Tender,Item Rate,Civil Works - Building,No,No,NA ,29-Dec-2017 11:30 AM,03-Jan-2018 12:00 PM ,180.0,No ,No,Offline,09-Jan-2018 03:00 PM,Public Works Building and NH Department||Chief Engineer-Building - PWBNH||SE-Jorhat Circle - PWBNH||EE-Jorhat Building Division - PWBNH,Dholajan,785616.0,2.0,"33,43,700",DEEPAK BORA,3343683.0,Accepted-AOC,20-Nov-2018,AOC,Public Works Building and NH Department||Chief Engineer-Building - PWBNH||SE-Jorhat Circle - PWBNH||EE-Jorhat Building Division - PWBNH
2017_PWBNH_4643_1,SE(B)JHT/(C/S)/S-22/17-18,Balance Work of Incomplete portion of Construction of Veterinary Hospital (A/T and RCC Building) at Mariani under RIDF XVI (Package No. 23).,Balance Work of Incomplete portion of Construction of Veterinary Hospital (A/T and RCC Building) at Mariani under RIDF XVI (Package No. 23).,Works,Open Tender,Item Rate,Civil Works - Building,No,No,NA ,29-Dec-2017 11:00 AM,03-Jan-2018 12:00 PM ,180.0,No ,No,Offline,09-Jan-2018 03:00 PM,Public Works Building and NH Department||Chief Engineer-Building - PWBNH||SE-Jorhat Circle - PWBNH||EE-Jorhat Building Division - PWBNH,Mariani,785634.0,2.0,"31,67,100",DEEPAK BORA,3167100.0,Not Admitted-Fee/PreQual/Technical,20-Mar-2018,AOC,Public Works Building and NH Department||Chief Engineer-Building - PWBNH||SE-Jorhat Circle - PWBNH||EE-Jorhat Building Division - PWBNH
2018_FESA_10449_1,F AND ES/PS/2003/103/PT-V/4687 DATED 15/12/2018,SUPPLY OF 258 NOS. WET SUIT (PERSONNEL PROTECTIVE EQUIPMENT) FOR SDRF PERSONNEL.,SUPPLY OF 258 NOS. WET SUIT (PERSONNEL PROTECTIVE EQUIPMENT) FOR SDRF PERSONNEL.,Works,Open Tender,EOI,Composite Works,No,No,NA ,15-Dec-2018 05:00 PM,27-Dec-2018 11:00 AM ,365.0,No ,No,Offline,11-Jan-2019 03:00 PM,Director- Fire and Emergency Services-Assam,"Panbazar, Guwahati",781001.0,1.0,"1,41,56,460",JYOTECH ENGINEERING AND MARKETING CONSULTANTS,4721400.0,Rejected-Finance,01-Aug-2021,AOC,Director- Fire and Emergency Services-Assam
2018_HFWD_5898_1,"DME/324/2016/2780, Dated 19-2-2018",Cardiac Catheterization Laboratory,"Top of the line Flat Panel Cardiac Catheterization Laboratory on Turn Key Basis at GMCH, Guwahati",Goods,Open Tender,Supply,Medical Equipments/Waste,Yes,No,NA ,21-Feb-2018 02:00 PM,NA ,365.0,No ,No,Offline,12-Mar-2018 03:00 PM,Health and Family Welfare Department||Directorate of Medical Education-HFWD,"GMCH, Guwahati, Kamrup, Assam, India",781032.0,2.0,"6,00,00,000",WIPRO GE HEALTHCARE PVT. LTD.,58936205.0,Accepted-AOC,06-Jan-2021,AOC,Health and Family Welfare Department||Directorate of Medical Education-HFWD
